Grade,Gender,Resolved Race/Ethnicity,Home ZIP Code,Sped,504,EL,Home Language,GPA,Latest College Credit Taken,Total College Credit Taken,Fall SEC TScore,Fall SEC Percentile,Fall SEC Description,Winter SEC TScore,Winter SEC Percentile,Winter SEC Description
9,Female,White,55014,N,,,English (011),1.612,,,28,1,N,,,
11,Female,White,55014,N,,,English (011),1.867,,,36,8,N,,,
12,Male,White,55014,N,,,English (011),2.601,2023,4,42,21,T,,,
9,Female,White,55014,N,,,English (011),1.6,,,57,76,T,52,58,T
11,Female,White,55014,N,,,English (011),1.722,2021,1,60,84,S,64,92,S
12,Female,White,55014,N,,,English (011),3.151,2023,6,,,,,,
11,Female,White,55014,N,,,English (011),1.348,,,,,,,,
11,Female,White,55014,Y,,,English (011),#N/A,,,,,,,,
10,Female,White,55014,N,,,English (011),3.352,2023,1,,,,,,
9,Male,White,55014,Y,,,English (011),1.336,,,,,,,,
10,Male,White,55025,N,,,English (011),2.258,,,33,4,N,48,42,T
10,Male,White,55025,N,,,English (011),1.609,,,34,5,N,36,8,N
10,Male,White,55025,N,,,English (011),2.454,2023,2,37,10,N,32,4,N
12,Female,White,55025,N,,,English (011),1.037,,,38,12,N,,,
10,Female,White,55025,N,,,English (011),3.402,2023,1,39,14,N,39,14,N
11,Female,White,55025,N,,,English (011),2.51,2023,2,44,27,T,49,46,T
11,Male,Asian,55025,N,,,Hmong (020),3.761,2023,3,45,31,T,46,34,T
10,Male,White,55025,N,,,English (011),3.838,2023,2,46,34,T,48,42,T
10,Male,White,55025,N,,,English (011),2.565,,,47,38,T,45,31,T
10,Female,Two or More,55025,N,,,English (011),2.634,2022,1,49,46,T,48,42,T
12,Male,White,55025,N,,,English (011),3.288,2023,1,50,50,T,,,
12,Female,White,55025,N,,,English (011),3.503,2023,6,50,50,T,31,3,N
9,Male,White,55025,N,,,English (011),2.834,,,52,58,T,42,21,T
10,Female,White,55025,N,,,English (011),4.07,2023,2,53,62,T,56,73,T
10,Female,White,55025,N,,,English (011),3.214,,,58,79,T,59,82,T
12,Female,White,55025,N,,,English (011),3.357,,,66,95,S,,,
12,Female,Two or More,55025,N,,,English (011),2.005,,,,,,38,12,N
12,Female,White,55025,Y,,,English (011),3.427,2023,2,,,,,,
12,Female,White,55025,N,,,English (011),3.576,2023,6,,,,42,21,T
12,Male,Hispanic,55025,Y,,,English (011),3.67,,,,,,,,
12,Female,White,55025,N,,,English (011),3.894,2023,6,,,,,,
11,Female,White,55025,Y,,,English (011),2.543,,,,,,32,4,N
11,Male,Hispanic,55025,Y,,,English (011),#N/A,,,,,,,,
10,Male,White,55025,N,,,English (011),3.834,,,,,,45,31,T
9,Female,White,55025,N,,,English (011),2.112,,,,,,48,42,T
9,Male,White,55025,N,,,English (011),3.557,,,,,,,,
11,Female,White,55038,N,X,,English (011),1.828,,,28,1,N,39,14,N
11,Female,Black or African American,55038,N,,Served,English (011),2.934,,,28,1,N,28,1,N
11,Male,White,55038,N,,,English (011),3.123,,,28,1,N,48,42,T
11,Male,White,55038,N,,,English (011),3.446,2023,3,28,1,N,28,1,N
11,Male,White,55038,N,,,English (011),3.512,2023,5,28,1,N,,,
10,Male,Hispanic,55038,N,,,English (011),1.441,,,28,1,N,28,1,N
10,Female,Hispanic,55038,N,,,Spanish (045),1.48,,,28,1,N,28,1,N
10,Female,White,55038,N,,,English (011),2.592,,,28,1,N,28,1,N
10,Male,White,55038,Y,,,English (011),2.869,,,28,1,N,,,
10,Female,White,55038,N,,,English (011),3.445,,,28,1,N,28,1,N
10,Male,White,55038,N,,,English (011),3.598,2023,1,28,1,N,31,3,N
9,Female,White,55038,Y,,,English (011),1.268,,,28,1,N,28,1,N
9,Male,White,55038,N,X,,English (011),3.435,,,28,1,N,34,5,N
9,Female,White,55038,N,,,English (011),3.667,,,28,1,N,28,1,N
12,Male,White,55038,N,,,English (011),2.323,,,29,2,N,,,
12,Female,White,55038,Y,,,English (011),2.267,,,30,2,N,,,
11,Female,White,55038,N,,,English (011),3.768,2023,8,30,2,N,,,
10,Male,White,55038,N,,,English (011),1.37,2023,1,30,2,N,,,
10,Male,White,55038,N,X,,English (011),3.046,,,30,2,N,35,7,N
12,Female,White,55038,Y,,,English (011),2.805,2023,1,31,3,N,,,
12,Male,White,55038,N,X,,English (011),3.107,,,31,3,N,,,
11,Male,White,55038,Y,,,English (011),2.373,2021,1,31,3,N,,,
11,Male,White,55038,N,,,English (011),2.462,,,31,3,N,38,12,N
10,Male,White,55038,Y,,,English (011),2.002,2022,2,31,3,N,31,3,N
10,Female,Hispanic,55038,N,,,English (011),2.269,,,31,3,N,30,2,N
10,Male,White,55038,N,,,English (011),2.426,,,31,3,N,31,3,N
10,Male,White,55038,N,,,English (011),2.454,,,31,3,N,48,42,T
10,Male,White,55038,N,,,English (011),3.213,,,31,3,N,31,3,N
9,Male,White,55038,N,,,English (011),2.223,,,31,3,N,30,2,N
9,Male,Black or African American,55038,N,,Served,"Oromo, Afaan Oromo, Oromiffa (074)",2.89,,,31,3,N,31,3,N
12,Female,Two or More,55038,N,X,,English (011),2.417,2021,1,32,4,N,,,
11,Male,White,55038,N,,,English (011),1.266,,,32,4,N,,,
11,Female,White,55038,N,,,English (011),3.178,,,32,4,N,29,2,N
11,Female,White,55038,N,,,English (011),3.91,2023,1,32,4,N,34,5,N
10,Female,Asian,55038,N,X,,English (011),3.146,,,32,4,N,35,7,N
10,Female,White,55038,N,,,English (011),3.806,2023,1,32,4,N,41,18,T
9,Female,White,55038,N,,,English (011),0.668,,,32,4,N,34,5,N
9,Male,White,55038,Y,,,English (011),2.833,,,32,4,N,35,7,N
9,Male,White,55038,N,,,English (011),3.167,,,32,4,N,,,
9,Female,White,55038,N,,,English (011),3.723,,,32,4,N,38,12,N
12,Female,White,55038,N,X,,English (011),4.109,2023,17,33,4,N,32,4,N
11,Male,White,55038,N,,,English (011),3.559,2023,8,33,4,N,,,
9,Female,White,55038,N,,,English (011),2.444,,,33,4,N,34,5,N
11,Male,White,55038,N,,,English (011),1.63,,,34,5,N,35,7,N
11,Female,White,55038,N,,,English (011),3.355,2023,1,34,5,N,43,24,T
11,Male,White,55038,N,X,,English (011),3.551,,,34,5,N,36,8,N
10,Male,Asian,55038,N,,,English (011),3.951,2023,1,34,5,N,40,16,N
9,Male,Two or More,55038,N,,,English (011),2.694,,,34,5,N,37,10,N
9,Male,White,55038,N,,,English (011),2.833,,,34,5,N,35,7,N
9,Female,White,55038,N,,,English (011),3.502,,,34,5,N,,,
11,Male,White,55038,N,X,,English (011),3.006,,,35,7,N,39,14,N
11,Male,White,55038,N,,,English (011),3.006,,,35,7,N,46,34,T
11,Female,White,55038,N,,,English (011),3.295,2023,7,35,7,N,,,
11,Male,White,55038,N,,,English (011),3.335,2023,5,35,7,N,38,12,N
11,Male,White,55038,N,,,English (011),3.367,,,35,7,N,33,4,N
11,Female,White,55038,N,,,English (011),3.711,,,35,7,N,47,38,T
11,Male,White,55038,N,,,English (011),3.899,2023,12,35,7,N,,,
11,Male,White,55038,N,,,English (011),3.9,2023,6,35,7,N,33,4,N
10,Male,White,55038,N,,,English (011),2.704,2023,1,35,7,N,35,7,N
9,Female,Two or More,55038,N,,,English (011),1.223,,,35,7,N,,,
9,Female,White,55038,Y,,,English (011),2.779,,,35,7,N,39,14,N
9,Male,White,55038,N,,,English (011),3.278,,,35,7,N,37,10,N
12,Male,White,55038,Y,,,English (011),1.671,2023,4,36,8,N,,,
12,Male,White,55038,N,,,English (011),2.375,,,36,8,N,,,
12,Male,White,55038,N,,,English (011),4.153,2023,12,36,8,N,,,
11,Female,White,55038,N,,,English (011),3.942,2022,2,36,8,N,,,
10,Female,White,55038,N,,,English (011),2.812,2023,2,36,8,N,,,
10,Female,White,55038,N,,,English (011),2.991,,,36,8,N,42,21,T
10,Male,White,55038,N,,,English (011),3.26,,,36,8,N,38,12,N
10,Male,White,55038,N,,,English (011),3.723,2023,2,36,8,N,33,4,N
9,Female,Hispanic,55038,N,,,English (011),3.555,,,36,8,N,43,24,T
9,Female,White,55038,N,,,English (011),3.778,,,36,8,N,36,8,N
12,Female,White,55038,N,X,,English (011),3.028,2022,3,37,10,N,38,12,N
12,Male,White,55038,N,,,English (011),4.08,2023,12,37,10,N,,,
11,Male,White,55038,N,,,English (011),1.943,,,37,10,N,31,3,N
11,Male,White,55038,N,,,English (011),2.986,2023,2,37,10,N,,,
11,Male,White,55038,N,,,English (011),3.592,2022,3,37,10,N,,,
10,Male,White,55038,N,,,English (011),2.704,,,37,10,N,41,18,T
10,Male,White,55038,Y,,,English (011),2.818,2022,1,37,10,N,36,8,N
10,Male,White,55038,Y,,,English (011),2.899,,,37,10,N,36,8,N
10,Male,White,55038,N,,,English (011),3.64,,,37,10,N,40,16,N
10,Male,White,55038,N,,,English (011),3.662,2023,1,37,10,N,34,5,N
10,Female,White,55038,N,,,English (011),3.676,,,37,10,N,37,10,N
9,Male,White,55038,Y,,,English (011),3,,,37,10,N,42,21,T
9,Male,White,55038,N,,,English (011),3.082,,,37,10,N,46,34,T
9,Female,White,55038,N,,,English (011),3.39,,,37,10,N,29,2,N
9,Female,Black or African American,55038,N,,,English (011),4,,,37,10,N,36,8,N
12,Female,White,55038,N,,,English (011),1.349,,,38,12,N,,,
12,Male,White,55038,N,,,English (011),1.953,,,38,12,N,,,
12,Male,White,55038,Y,,,English (011),3.824,,,38,12,N,41,18,T
11,Male,White,55038,N,,,English (011),2.65,,,38,12,N,37,10,N
11,Female,White,55038,N,,,English (011),3.001,2023,3,38,12,N,40,16,N
11,Male,White,55038,N,,,English (011),3.059,2022,2,38,12,N,,,
11,Male,Hispanic,55038,N,,,Spanish (045),3.142,2023,6,38,12,N,45,31,T
11,Male,White,55038,N,,,English (011),3.612,,,38,12,N,41,18,T
11,Male,White,55038,N,,,English (011),3.952,2023,3,38,12,N,,,
10,Male,White,55038,N,,,English (011),1.942,2022,2,38,12,N,39,14,N
10,Male,White,55038,N,,,English (011),3.676,2023,2,38,12,N,44,27,T
10,Female,White,55038,N,,,English (011),4.007,2023,1,38,12,N,38,12,N
9,Male,White,55038,N,,,English (011),2.307,,,38,12,N,42,21,T
9,Female,White,55038,N,,,English (011),2.361,,,38,12,N,,,
9,Male,Two or More,55038,N,,,English (011),2.947,,,38,12,N,36,8,N
9,Female,Hispanic,55038,Y,,Served,Spanish (045),3.034,,,38,12,N,42,21,T
9,Female,White,55038,N,,,English (011),3.112,,,38,12,N,35,7,N
9,Male,White,55038,N,,,English (011),3.443,,,38,12,N,31,3,N
9,Female,White,55038,N,,,English (011),3.5,,,38,12,N,42,21,T
12,Female,White,55038,N,,,English (011),4.222,2023,13,39,14,N,,,
11,Male,White,55038,Y,,,English (011),1.112,,,39,14,N,,,
10,Male,White,55038,N,,,English (011),1.454,,,39,14,N,,,
10,Female,White,55038,N,,,English (011),2.015,,,39,14,N,,,
10,Female,Two or More,55038,N,,,English (011),2.511,,,39,14,N,39,14,N
10,Female,White,55038,Y,,,English (011),3.032,,,39,14,N,36,8,N
10,Male,White,55038,N,,,English (011),3.061,2022,2,39,14,N,38,12,N
10,Female,White,55038,N,,,English (011),3.278,,,39,14,N,48,42,T
10,Female,Two or More,55038,N,,,English (011),3.389,2023,1,39,14,N,37,10,N
10,Male,White,55038,N,,,English (011),3.444,2023,2,39,14,N,,,
10,Female,White,55038,N,,,English (011),4.019,2023,1,39,14,N,38,12,N
10,Female,White,55038,N,,,English (011),4.111,2023,2,39,14,N,42,21,T
9,Female,White,55038,N,,,English (011),2.806,,,39,14,N,38,12,N
9,Male,White,55038,N,,,English (011),3.222,,,39,14,N,38,12,N
12,Female,White,55038,N,,,English (011),1.742,,,40,16,N,,,
12,Female,White,55038,N,,,English (011),2.835,2023,1,40,16,N,45,31,T
12,Female,White,55038,N,,,English (011),3.893,2023,6,40,16,N,,,
12,Male,White,55038,N,,,English (011),4.156,2023,15,40,16,N,,,
12,Female,White,55038,N,,,English (011),4.158,2023,11,40,16,N,,,
11,Male,White,55038,N,,,English (011),2.018,,,40,16,N,,,
11,Female,Black or African American,55038,N,,,English (011),2.265,2023,1,40,16,N,,,
11,Male,White,55038,N,,,English (011),2.572,,,40,16,N,28,1,N
11,Female,White,55038,N,,,English (011),3.093,2023,6,40,16,N,,,
11,Male,White,55038,N,,,English (011),3.206,,,40,16,N,42,21,T
11,Female,White,55038,N,,,English (011),3.875,2023,5,40,16,N,38,12,N
10,Male,White,55038,N,,,English (011),2.048,,,40,16,N,46,34,T
10,Female,White,55038,N,,,English (011),3.704,,,40,16,N,42,21,T
10,Male,White,55038,N,,,English (011),3.815,,,40,16,N,50,50,T
10,Male,White,55038,N,,,English (011),3.833,2023,1,40,16,N,43,24,T
10,Female,White,55038,N,,,English (011),4.088,2023,2,40,16,N,43,24,T
9,Male,Hispanic,55038,N,,,English (011),1.804,,,40,16,N,50,50,T
9,Male,White,55038,N,,,English (011),3.113,,,40,16,N,41,18,T
9,Female,White,55038,N,,,English (011),3.167,,,40,16,N,47,38,T
9,Female,Hispanic,55038,N,,,English (011),3.306,,,40,16,N,36,8,N
9,Female,White,55038,Y,,,English (011),3.665,,,40,16,N,54,66,T
9,Female,White,55038,N,,,English (011),3.806,,,40,16,N,52,58,T
9,Female,White,55038,N,,,English (011),3.835,,,40,16,N,37,10,N
9,Female,White,55038,N,,,English (011),4,,,40,16,N,41,18,T
11,Male,Asian,55038,N,,Qualified Not Participating,English (011),3.878,,,41,18,T,40,16,N
10,Male,White,55038,N,,,English (011),2.176,,,41,18,T,38,12,N
10,Female,Black or African American,55038,N,,Served,Twi (161),3.509,,,41,18,T,47,38,T
10,Male,White,55038,N,,,English (011),3.612,,,41,18,T,49,46,T
10,Male,White,55038,N,,,English (011),3.621,,,41,18,T,45,31,T
10,Male,White,55038,N,,,English (011),3.655,2023,4,41,18,T,35,7,N
9,Male,White,55038,N,,,English (011),3.333,,,41,18,T,41,18,T
9,Female,White,55038,N,,,English (011),3.778,,,41,18,T,,,
12,Male,White,55038,N,,,English (011),1.809,2022,1,42,21,T,,,
12,Male,White,55038,N,,,English (011),2.05,2023,3,42,21,T,,,
12,Female,White,55038,N,,,English (011),3.281,2023,6,42,21,T,43,24,T
12,Male,White,55038,N,,,English (011),3.417,2023,3,42,21,T,,,
12,Female,White,55038,N,,,English (011),3.528,2023,1,42,21,T,42,21,T
12,Male,White,55038,N,,,English (011),3.637,2023,14,42,21,T,,,
12,Female,Two or More,55038,N,,,English (011),3.725,2023,9,42,21,T,55,69,T
12,Female,White,55038,N,,,English (011),3.845,2023,7,42,21,T,44,27,T
11,Female,White,55038,N,,,English (011),2.263,2022,1,42,21,T,,,
11,Female,White,55038,N,,,"English, Creolized (057)",2.706,2022,1,42,21,T,,,
11,Male,White,55038,N,,,English (011),3.833,2023,3,42,21,T,44,27,T
11,Female,White,55038,N,,,English (011),4.011,2023,1,42,21,T,,,
11,Female,Asian,55038,N,,Served,English (011),4.133,2023,4,42,21,T,,,
10,Male,Black or African American,55038,N,,,English (011),1.227,,,42,21,T,,,
10,Female,Hispanic,55038,N,,Served,Spanish (045),1.904,,,42,21,T,,,
10,Female,White,55038,N,,,English (011),1.971,2023,1,42,21,T,44,27,T
10,Male,White,55038,N,,,English (011),2.255,,,42,21,T,39,14,N
10,Female,White,55038,N,,,English (011),3.575,,,42,21,T,44,27,T
10,Female,White,55038,N,,,English (011),3.602,,,42,21,T,49,46,T
10,Male,White,55038,N,,,English (011),3.603,,,42,21,T,38,12,N
10,Male,Two or More,55038,N,,,English (011),3.612,,,42,21,T,35,7,N
10,Female,White,55038,N,,,English (011),3.657,,,42,21,T,49,46,T
10,Male,White,55038,N,,,English (011),3.76,,,42,21,T,53,62,T
10,Male,White,55038,N,,,English (011),3.834,,,42,21,T,40,16,N
10,Female,White,55038,N,,,English (011),3.926,,,42,21,T,50,50,T
10,Female,White,55038,N,,,English (011),3.945,2022,1,42,21,T,,,
9,Male,White,55038,N,,,English (011),1.778,,,42,21,T,48,42,T
9,Female,White,55038,N,,,English (011),3.002,,,42,21,T,,,
9,Male,White,55038,N,,,English (011),3.168,,,42,21,T,47,38,T
9,Female,White,55038,N,,,English (011),3.528,,,42,21,T,50,50,T
9,Male,White,55038,Y,,,English (011),3.651,2023,1,42,21,T,37,10,N
9,Male,White,55038,N,,,English (011),3.725,,,42,21,T,37,10,N
9,Female,White,55038,N,,,English (011),3.833,,,42,21,T,47,38,T
9,Male,White,55038,N,,,English (011),3.888,,,42,21,T,43,24,T
9,Female,White,55038,N,,,English (011),4,,,42,21,T,40,16,N
12,Female,White,55038,N,,,English (011),3.837,2023,10,43,24,T,,,
11,Female,White,55038,N,,,English (011),3.902,2023,2,43,24,T,49,46,T
11,Female,White,55038,N,,,English (011),4.22,2023,7,43,24,T,44,27,T
10,Female,White,55038,N,,,English (011),3.065,,,43,24,T,41,18,T
10,Female,Two or More,55038,N,,,English (011),3.677,,,43,24,T,53,62,T
10,Male,White,55038,N,,,English (011),3.767,2023,5,43,24,T,,,
10,Female,White,55038,N,,,English (011),3.982,,,43,24,T,48,42,T
9,Female,White,55038,N,X,,English (011),2.498,,,43,24,T,34,5,N
9,Female,White,55038,N,,,English (011),2.667,,,43,24,T,42,21,T
9,Male,White,55038,N,X,,English (011),3.332,,,43,24,T,49,46,T
12,Male,White,55038,N,,,English (011),2.194,,,44,27,T,50,50,T
12,Male,White,55038,N,,,English (011),3.12,2023,1,44,27,T,50,50,T
12,Female,Asian,55038,N,,,English (011),3.463,2023,4,44,27,T,40,16,N
12,Female,White,55038,N,,,English (011),3.662,2023,4,44,27,T,45,31,T
12,Male,White,55038,N,,,English (011),3.842,2023,9,44,27,T,28,1,N
12,Male,White,55038,N,,,English (011),3.947,2023,4,44,27,T,47,38,T
12,Male,White,55038,N,,,English (011),4.152,2023,8,44,27,T,,,
11,Male,White,55038,N,,,English (011),2.377,,,44,27,T,45,31,T
11,Male,Hispanic,55038,N,,,English (011),3.212,2022,2,44,27,T,,,
11,Female,White,55038,N,,,English (011),3.528,,,44,27,T,44,27,T
11,Female,White,55038,N,,,English (011),3.917,,,44,27,T,,,
10,Female,White,55038,N,,,English (011),1.937,,,44,27,T,44,27,T
10,Male,White,55038,N,,,English (011),3.154,2023,3,44,27,T,51,54,T
10,Female,Two or More,55038,N,,,English (011),3.216,2023,2,44,27,T,47,38,T
10,Female,White,55038,N,,,English (011),3.681,2023,1,44,27,T,,,
10,Male,White,55038,N,,,English (011),3.704,,,44,27,T,43,24,T
10,Female,White,55038,N,,,English (011),3.713,,,44,27,T,48,42,T
10,Female,White,55038,N,,,English (011),3.759,,,44,27,T,,,
10,Female,White,55038,N,,,English (011),4.107,2023,3,44,27,T,,,
9,Male,White,55038,Y,,,English (011),2.2,,,44,27,T,36,8,N
9,Female,Black or African American,55038,N,,Qualified Not Participating,Somali (069),2.445,,,44,27,T,,,
9,Female,White,55038,N,,,English (011),2.668,,,44,27,T,36,8,N
9,Female,White,55038,N,,,English (011),3.5,,,44,27,T,,,
9,Female,White,55038,N,,,English (011),3.667,,,44,27,T,49,46,T
9,Female,White,55038,N,,,English (011),3.918,,,44,27,T,50,50,T
9,Male,White,55038,N,,,English (011),3.945,,,44,27,T,48,42,T
12,Male,White,55038,N,,,English (011),3.215,2023,7,45,31,T,50,50,T
12,Male,Asian,55038,N,,Served,English (011),3.4,2023,2,45,31,T,43,24,T
11,Female,White,55038,N,,,English (011),3.776,2023,1,45,31,T,57,76,T
10,Male,White,55038,N,,,English (011),2.495,2022,1,45,31,T,51,54,T
10,Female,White,55038,N,,,English (011),2.88,,,45,31,T,46,34,T
10,Male,White,55038,Y,,,English (011),3.628,2023,1,45,31,T,50,50,T
10,Female,White,55038,N,,,English (011),3.648,,,45,31,T,45,31,T
10,Female,White,55038,N,,,English (011),3.816,,,45,31,T,43,24,T
10,Male,Asian,55038,N,,,English (011),3.823,2023,1,45,31,T,48,42,T
10,Female,White,55038,N,,,English (011),4.108,2023,2,45,31,T,39,14,N
9,Male,Black or African American,55038,N,,,English (011),2.444,,,45,31,T,54,66,T
9,Male,White,55038,N,,,English (011),3.333,,,45,31,T,51,54,T
9,Female,White,55038,N,,,English (011),3.502,,,45,31,T,44,27,T
9,Female,White,55038,N,,,English (011),3.723,,,45,31,T,41,18,T
9,Male,White,55038,N,,,English (011),3.778,,,45,31,T,48,42,T
9,Male,White,55038,N,,,English (011),3.945,,,45,31,T,44,27,T
9,Female,White,55038,N,,,English (011),4,,,45,31,T,50,50,T
11,Male,White,55038,N,,,English (011),2.024,,,46,34,T,,,
11,Female,Asian,55038,N,,Qualified Not Participating,English (011),3.762,2023,2,46,34,T,47,38,T
11,Female,White,55038,Y,,,English (011),3.936,2023,4,46,34,T,32,4,N
10,Male,White,55038,N,,,English (011),2.806,,,46,34,T,40,16,N
10,Male,White,55038,N,,,English (011),3.723,2022,1,46,34,T,48,42,T
10,Female,Hispanic,55038,N,,Served,English (011),3.802,2023,1,46,34,T,42,21,T
9,Female,Hispanic,55038,N,,,English (011),1.395,,,46,34,T,60,84,S
9,Male,White,55038,N,,,English (011),3.222,,,46,34,T,51,54,T
9,Male,White,55038,N,,,English (011),3.361,,,46,34,T,72,99,S
12,Male,White,55038,N,,,English (011),1.915,2020,1,47,38,T,,,
12,Male,White,55038,N,,,English (011),3.427,2023,5,47,38,T,,,
11,Male,Hispanic,55038,N,,,English (011),2.762,2023,1,47,38,T,,,
11,Female,White,55038,N,,,English (011),2.977,2023,1,47,38,T,42,21,T
11,Male,White,55038,N,,,English (011),3.489,,,47,38,T,49,46,T
11,Female,White,55038,N,,,English (011),3.694,,,47,38,T,44,27,T
11,Male,White,55038,N,,,English (011),3.735,2022,2,47,38,T,64,92,S
10,Male,Hispanic,55038,N,,,English (011),1.26,,,47,38,T,,,
10,Male,White,55038,Y,,,English (011),2.551,,,47,38,T,,,
10,Female,White,55038,N,,,English (011),3.01,,,47,38,T,35,7,N
10,Male,White,55038,N,,,English (011),3.538,2022,2,47,38,T,45,31,T
10,Male,White,55038,N,,,English (011),3.982,,,47,38,T,43,24,T
10,Male,Asian,55038,N,,,English (011),4.056,2023,1,47,38,T,45,31,T
9,Male,White,55038,N,,,English (011),2.362,,,47,38,T,38,12,N
9,Female,White,55038,N,,,English (011),2.723,,,47,38,T,,,
9,Female,White,55038,N,,,English (011),2.833,,,47,38,T,49,46,T
9,Male,White,55038,N,,,English (011),3.055,,,47,38,T,48,42,T
9,Male,White,55038,N,,,English (011),3.625,2023,1,47,38,T,42,21,T
9,Female,White,55038,N,,,English (011),3.778,,,47,38,T,45,31,T
9,Female,White,55038,N,,,English (011),4,,,47,38,T,52,58,T
9,Female,White,55038,N,,,English (011),4,,,47,38,T,48,42,T
12,Female,Hispanic,55038,N,,,English (011),2.933,2023,13,48,42,T,53,62,T
12,Female,White,55038,Y,,,English (011),3.529,,,48,42,T,,,
12,Female,White,55038,N,,,English (011),4,2023,4,48,42,T,,,
11,Female,White,55038,N,,,English (011),1.805,,,48,42,T,48,42,T
11,Male,White,55038,N,,,English (011),3.286,2023,5,48,42,T,40,16,N
11,Female,White,55038,N,,,English (011),3.322,,,48,42,T,51,54,T
11,Male,White,55038,N,,,English (011),4.22,2023,7,48,42,T,39,14,N
10,Male,White,55038,N,,,English (011),2.806,,,48,42,T,53,62,T
10,Female,White,55038,N,,,English (011),3.618,2023,1,48,42,T,43,24,T
10,Female,Asian,55038,N,,,English (011),3.862,2023,1,48,42,T,56,73,T
9,Male,White,55038,N,,,English (011),3.085,,,48,42,T,49,46,T
9,Male,White,55038,N,,,English (011),3.445,,,48,42,T,43,24,T
9,Female,White,55038,N,,,English (011),3.751,,,48,42,T,49,46,T
9,Female,White,55038,N,,,English (011),3.945,,,48,42,T,50,50,T
9,Female,White,55038,N,,,English (011),4,,,48,42,T,47,38,T
12,Male,Two or More,55038,N,,,English (011),1.484,,,49,46,T,,,
12,Male,White,55038,N,X,,English (011),3.262,2023,2,49,46,T,53,62,T
12,Male,White,55038,N,,,English (011),3.519,2023,1,49,46,T,,,
11,Male,White,55038,Y,,,English (011),1.067,2023,1,49,46,T,,,
11,Male,White,55038,N,,,English (011),2.684,2023,2,49,46,T,47,38,T
11,Female,White,55038,N,,,English (011),2.819,2021,1,49,46,T,33,4,N
11,Male,Asian,55038,Y,,Served,Hmong (020),3.269,2022,2,49,46,T,44,27,T
11,Female,White,55038,N,,,English (011),3.803,2023,1,49,46,T,56,73,T
10,Male,White,55038,N,X,,English (011),1.991,2023,1,49,46,T,29,2,N
10,Male,White,55038,N,,,English (011),2.509,,,49,46,T,,,
10,Female,White,55038,N,,,English (011),2.613,,,49,46,T,49,46,T
10,Male,White,55038,N,,,English (011),2.648,,,49,46,T,49,46,T
10,Male,White,55038,N,,,English (011),3.139,2023,1,49,46,T,52,58,T
10,Male,White,55038,N,,,English (011),4.093,2023,3,49,46,T,55,69,T
10,Female,White,55038,N,,,English (011),4.111,2023,2,49,46,T,48,42,T
10,Female,Two or More,55038,N,,,English (011),4.111,2023,2,49,46,T,53,62,T
9,Male,White,55038,N,,,English (011),3.945,,,49,46,T,47,38,T
9,Male,White,55038,N,,,English (011),3.945,,,49,46,T,50,50,T
9,Female,White,55038,N,,,English (011),4,,,49,46,T,,,
12,Male,White,55038,N,,,English (011),1.062,,,50,50,T,,,
12,Male,White,55038,N,,,English (011),2.723,,,50,50,T,,,
12,Male,White,55038,N,,,English (011),2.778,2023,1,50,50,T,,,
12,Female,White,55038,N,,,English (011),3.86,2023,3,50,50,T,,,
12,Female,White,55038,N,,,English (011),4.131,2023,8,50,50,T,63,90,S
11,Female,Two or More,55038,Y,,,English (011),3.214,2023,1,50,50,T,72,99,S
11,Male,White,55038,N,,,English (011),3.535,2023,7,50,50,T,,,
11,Female,White,55038,N,,,English (011),3.578,2023,6,50,50,T,50,50,T
11,Male,Two or More,55038,N,,,English (011),3.625,2023,2,50,50,T,,,
11,Female,Asian,55038,N,X,,English (011),3.79,2023,1,50,50,T,49,46,T
11,Male,White,55038,N,,,English (011),3.889,,,50,50,T,52,58,T
11,Male,White,55038,N,,,English (011),4.004,2023,1,50,50,T,50,50,T
11,Female,White,55038,N,,,English (011),4.053,2023,2,50,50,T,50,50,T
10,Male,Hispanic,55038,N,,,English (011),2.908,,,50,50,T,,,
10,Female,White,55038,N,,,English (011),3.204,,,50,50,T,,,
10,Female,White,55038,N,,,English (011),3.537,,,50,50,T,55,69,T
10,Female,White,55038,N,,,English (011),3.555,,,50,50,T,55,69,T
10,Female,White,55038,N,,,English (011),3.63,2023,1,50,50,T,52,58,T
10,Male,White,55038,N,,,English (011),3.658,,,50,50,T,53,62,T
10,Female,White,55038,N,,,English (011),3.686,,,50,50,T,50,50,T
10,Male,Two or More,55038,N,,,English (011),3.867,2023,3,50,50,T,37,10,N
9,Female,White,55038,N,,,English (011),0,,,50,50,T,53,62,T
9,Male,White,55038,N,,,English (011),1.888,,,50,50,T,28,1,N
9,Male,White,55038,N,,,English (011),2.832,,,50,50,T,44,27,T
9,Male,White,55038,N,,,English (011),2.918,,,50,50,T,50,50,T
9,Male,White,55038,N,,,English (011),3,,,50,50,T,47,38,T
9,Male,White,55038,N,,,English (011),3.945,,,50,50,T,42,21,T
12,Female,Two or More,55038,N,X,,English (011),1.707,,,51,54,T,,,
12,Female,White,55038,N,,,English (011),2.858,2023,2,51,54,T,,,
12,Male,White,55038,N,,,English (011),3.591,2023,7,51,54,T,,,
12,Male,Asian,55038,N,,,Marathi (116),4.138,2023,19,51,54,T,58,79,T
12,Male,White,55038,N,,,English (011),4.347,2023,16,51,54,T,47,38,T
11,Female,White,55038,N,,,English (011),2.994,2023,1,51,54,T,48,42,T
